,name,EFA,thc_input,cbd_input,type_Indica,type_Sativa
289,Amnesia,"Happy, Euphoric, Uplifted, Relaxed, Energetic, Dry Mouth, Paranoid, Anxious, Earthy, Sweet, Stress, Depression, Pain, Lack of Appetite",924.3125,30.0,0,1
290,Asian Fantasy,"Euphoric, Happy, Energetic, Focused, Tingly, Dry Mouth, Paranoid, Earthy, Skunk, Stress, Pain, Depression",861.6176470588235,16.0,0,0
291,Atomical Haze,"Happy, Relaxed, Energetic, Uplifted, Creative, Dry Mouth, Sweet, Depression, Stress, Nausea, Pain",924.3125,30.0,0,1
292,Bangi Haze,"Horny, Uplifted, Euphoric, Hungry, Berry, Inflammation, Stress",861.6176470588235,16.0,0,0
293,Bediol,"Relaxed, Uplifted, Happy, Creative, Energetic, Anxious, Earthy, Citrus, Pine, Pain, Stress, Depression, Nausea",924.3125,30.0,0,1
294,Bertberry Cheesecake,"Uplifted, Creative, Euphoric, Focused, Happy, Dry Mouth, Paranoid, Blueberry, Berry, Insomnia, Stress, Depression",924.3125,30.0,0,1
295,Big Sur Holy Bud,"Relaxed, Focused, Uplifted, Creative, Euphoric, Dry Mouth, Pine, Earthy, Stress, Depression, Pain, Nausea",861.6176470588235,16.0,0,0
296,Blackberry Haze,"Happy, Relaxed, Uplifted, Hungry, Tingly, Paranoid, Dry Mouth, Anxious, Berry, Sweet, Depression, Pain, Stress, Muscle Spasms",861.6176470588235,16.0,0,0
297,Blackberry Lime Haze,"Uplifted, Euphoric, Happy, Focused, Talkative, Berry, Sweet, Lime, Stress, Depression, Pain, Lack of Appetite",861.6176470588235,16.0,0,0
298,Blaze,"Euphoric, Energetic, Talkative, Creative, Horny, Dry Mouth, Blueberry, Earthy, Pine, Pain, Stress, Depression, Inflammation",861.6176470588235,16.0,0,0
299,Blucifer,"Happy, Uplifted, Relaxed, Focused, Creative, Dry Mouth, Blueberry, Berry, Pain, Depression, Lack of Appetite, Nausea",861.6176470588235,16.0,0,0
300,Blue Mountain Fire,"Euphoric, Relaxed, Tingly, Uplifted, Happy, Dry Mouth, Paranoid, Earthy, Depression, Stress, Pain",924.3125,30.0,0,1
301,Brazil Amazonia,"Relaxed, Uplifted, Euphoric, Focused, Happy, Berry, Earthy, Depression, Stress",861.6176470588235,16.0,0,0
302,Buffalo Bill,"Euphoric, Relaxed, Uplifted, Tingly, Happy, Dry Mouth, Anxious, Pine, Earthy, Depression, Stress, Pain, Insomnia",924.3125,30.0,0,1
303,Cambodian Haze,"Euphoric, Happy, Horny, Creative, Relaxed, Dry Mouth, Sweet, Citrus, Lemon, Depression, Stress, Nausea",924.3125,30.0,0,1
304,Caramelo,"Happy, Euphoric, Energetic, Focused, Uplifted, Dry Mouth, Sweet, Lavender, Stress, Pain, Depression, Lack of Appetite",861.6176470588235,16.0,0,0
305,Carnival,"Talkative, Uplifted, Happy, Energetic, Relaxed, Earthy, Pine, Depression, Insomnia, Lack of Appetite",861.6176470588235,16.0,0,0
306,Catfish,"Uplifted, Creative, Energetic, Euphoric, Happy, Dry Mouth, Paranoid, Anxious, Earthy, Ammonia, Depression, Lack of Appetite, Stress, Nausea, Pain",924.3125,30.0,0,1
307,CBD Mango Haze,"Focused, Uplifted, Energetic, Relaxed, Happy, Paranoid, Dry Mouth, Pepper, Mango, Stress, Pain, Inflammation, Depression",861.6176470588235,16.0,0,0
308,Central American,"Relaxed, Euphoric, Happy, Hungry, Earthy, Pain, Stress",924.3125,30.0,0,1
309,Cerebro Haze,"Uplifted, Happy, Relaxed, Creative, Energetic, Pepper, Citrus, Vanilla, Depression, Stress, Lack of Appetite",924.3125,30.0,0,1
310,Chocolate Diesel,"Euphoric, Happy, Energetic, Creative, Uplifted, Dry Mouth, Paranoid, Anxious, Pine, Stress, Nausea, Pain, Depression",861.6176470588235,16.0,0,0
311,Chocolate Thai,"Relaxed, Uplifted, Happy, Focused, Sleepy, Dry Mouth, Paranoid, Anxious, Earthy, Coffee, Stress, Depression, Pain, Insomnia, Nausea",861.6176470588235,16.0,0,0
312,Chocolate Thunder,"Uplifted, Creative, Happy, Energetic, Focused, Dry Mouth, Paranoid, Honey, Stress, Depression, Inflammation",924.3125,30.0,0,1
313,Cinex,"Energetic, Uplifted, Happy, Focused, Euphoric, Dry Mouth, Anxious, Paranoid, Citrus, Earthy, Depression, Stress, Pain",861.6176470588235,16.0,0,0
314,Cirrus,"Uplifted, Happy, Talkative, Euphoric, Dry Mouth, Earthy, Depression, Stress, Inflammation",924.3125,30.0,0,1
315,Citrus Punch,"Energetic, Focused, Happy, Uplifted, Relaxed, Anxious, Citrus, Orange, Depression",924.3125,30.0,0,1
316,Clementine,"Happy, Energetic, Euphoric, Relaxed, Uplifted, Dry Mouth, Anxious, Citrus, Orange, Sweet, Stress, Pain, Depression, Nausea",861.6176470588235,16.0,0,0
317,Colombian Mojito,"Horny, Talkative, Tingly, Uplifted, Creative, Sweet, Citrus, Nausea, Pain",924.3125,30.0,0,1
318,Congo,"Talkative, Uplifted, Creative, Energetic, Euphoric, Ammonia, Sweet, Depression, Stress",924.3125,30.0,0,1
319,Critical Kali Mist,"Creative, Focused, Uplifted, Happy, Euphoric, Paranoid, Dry Mouth, Pine, Sweet, Earthy, Depression, Stress, Muscle Spasms",924.3125,30.0,0,1
320,Crystal Coma,"Euphoric, Happy, Uplifted, Energetic, Dry Mouth, Paranoid, Anxious, Earthy, Citrus, Sweet, Stress, Depression, Pain, Lack of Appetite",861.6176470588235,16.0,0,0
321,Damn Sour,"Hungry, Happy, Tingly, Uplifted, Creative, Dry Mouth, Paranoid, Sweet, Earthy, Ammonia, Depression, Nausea, Pain",924.3125,30.0,0,1
322,Dance World,"Relaxed, Happy, Uplifted, Euphoric, Talkative, Dry Mouth, Citrus, Earthy, Stress, Depression, Pain, Inflammation, Lack of Appetite",861.6176470588235,16.0,0,0
323,DelaHaze,"Uplifted, Happy, Energetic, Euphoric, Dry Mouth, Anxious, Mango, Citrus, Sweet, Depression, Stress, Pain, Lack of Appetite",861.6176470588235,16.0,0,0
324,Dirty Girl,"Happy, Uplifted, Euphoric, Creative, Energetic, Dry Mouth, Paranoid, Anxious, Sweet, Pine, Depression, Stress, Pain, Insomnia",861.6176470588235,16.0,0,0
325,Django,"Energetic, Uplifted, Happy, Talkative, Euphoric, Dry Mouth, Anxious, Sweet, Earthy, Stress, Depression, Insomnia, Muscle Spasms",924.3125,30.0,0,1
326,Doctor Doctor,"Relaxed, Uplifted, Focused, Happy, Tingly, Sweet, Strawberry, Citrus, Inflammation, Muscle Spasms, Nausea, Pain",924.3125,30.0,0,1
327,Doox,"Uplifted, Energetic, Happy, Focused, Tingly, Dry Mouth, Sweet, Citrus, Lime, Inflammation, Muscle Spasms, Pain, Depression",924.3125,30.0,0,1
328,Dr. Grinspoon,"Energetic, Euphoric, Uplifted, Happy, Creative, Dry Mouth, Paranoid, Citrus, Earthy, Depression, Stress, Pain",924.3125,30.0,0,1
329,Dream Beaver,"Uplifted, Talkative, Energetic, Creative, Focused, Dry Mouth, Anxious, Pineapple, Earthy, Muscle Spasms, Pain, Seizures",861.6176470588235,16.0,0,0
330,Drizella,"Uplifted, Energetic, Happy, Euphoric, Dry Mouth, Sweet, Earthy, Stress, Depression",861.6176470588235,16.0,0,0
331,Durban Cookies,"Happy, Relaxed, Uplifted, Talkative, Energetic, Dry Mouth, Paranoid, Anxious, Sweet, Earthy, Pain, Stress, Depression, Inflammation",861.6176470588235,16.0,0,0
332,Dutch Hawaiian,"Happy, Energetic, Uplifted, Euphoric, Relaxed, Dry Mouth, Anxious, Citrus, Sweet, Depression, Stress, Pain, Nausea",924.3125,30.0,0,1
333,East Coast Alien,"Happy, Euphoric, Hungry, Relaxed, Creative, Dry Mouth, Paranoid, Anxious, Earthy, Lack of Appetite, Stress, Depression, Pain",924.3125,30.0,0,1
334,Electric Lemon G,"Euphoric, Focused, Energetic, Happy, Uplifted, Dry Mouth, Paranoid, Anxious, Lemon, Citrus, Lime, Stress, Depression, Pain, Lack of Appetite",861.6176470588235,16.0,0,0
335,Elphinstone,"Happy, Uplifted, Creative, Focused, Relaxed, Anxious, Citrus, Pine, Depression, Pain, Stress",861.6176470588235,16.0,0,0
336,Emerald Jack,"Happy, Uplifted, Creative, Horny, Euphoric, Dry Mouth, Anxious, Paranoid, Pine, Earthy, Citrus, Stress, Depression, Pain, Insomnia",861.6176470588235,16.0,0,0
337,Full Moon,"Happy, Energetic, Uplifted, Horny, Creative, Ammonia, Depression, Stress, Lack of Appetite",861.6176470588235,16.0,0,0
338,Galactic Jack,"Energetic, Focused, Happy, Uplifted, Euphoric, Dry Mouth, Anxious, Citrus, Sweet, Depression, Stress, Pain",861.6176470588235,16.0,0,0
339,Gorkle,"Relaxed, Happy, Creative, Focused, Horny, Sweet, Pain, Stress",924.3125,30.0,0,1
340,Green Haze,"Happy, Talkative, Creative, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Pain, Stress, Nausea, Depression, Lack of Appetite",924.3125,30.0,0,1
341,Green Lantern,"Uplifted, Euphoric, Happy, Hungry, Talkative, Dry Mouth, Anxious, Paranoid, Citrus, Earthy, Pine, Stress, Depression, Pain",861.6176470588235,16.0,0,0
342,Harley Storm,"Relaxed, Uplifted, Creative, Euphoric, Happy, Sweet, Inflammation, Pain, Stress, Muscle Spasms, Depression",924.3125,30.0,0,1
343,Hawaiian Diesel,"Happy, Relaxed, Uplifted, Creative, Horny, Dry Mouth, Anxious, Citrus, Stress, Lack of Appetite, Pain, Depression",861.6176470588235,16.0,0,0
344,Hawaiian Dream,"Happy, Relaxed, Focused, Euphoric, Energetic, Dry Mouth, Anxious, Paranoid, Sweet, Pineapple, Depression, Pain, Inflammation, Stress",924.3125,30.0,0,1
345,Hawaiian Haze,"Uplifted, Happy, Talkative, Hungry, Dry Mouth, Paranoid, Anxious, Skunk, Stress, Pain, Depression, Nausea, Insomnia",861.6176470588235,16.0,0,0
346,Hawaiian Mayan Gold,"Uplifted, Creative, Energetic, Euphoric, Happy, Sweet, Lime, Depression, Inflammation, Lack of Appetite, Muscle Spasms",924.3125,30.0,0,1
347,Hawaiian Punch,"Happy, Uplifted, Relaxed, Euphoric, Tingly, Anxious, Dry Mouth, Paranoid, Citrus, Sweet, Pain, Stress",861.6176470588235,16.0,0,0
348,Haze Berry,"Energetic, Happy, Euphoric, Talkative, Creative, Dry Mouth, Paranoid, Anxious, Berry, Sweet, Blueberry, Depression, Stress, Pain",861.6176470588235,16.0,0,0
349,Haze Wreck,"Focused, Uplifted, Happy, Euphoric, Talkative, Dry Mouth, Sweet, Skunk, Stress, Depression, Pain, Nausea, Lack of Appetite",924.3125,30.0,0,1
350,Heisenberg Kush,"Happy, Euphoric, Energetic, Uplifted, Creative, Dry Mouth, Berry, Sweet, Grape, Depression, Stress, Pain",924.3125,30.0,0,1
351,Higher Power,"Creative, Uplifted, Energetic, Focused, Happy, Dry Mouth, Paranoid, Grape, Depression, Lack of Appetite, Stress, Insomnia",924.3125,30.0,0,1
352,Hippie Chicken,"Uplifted, Euphoric, Happy, Creative, Energetic, Dry Mouth, Anxious, Sweet, Pepper, Stress, Depression, Nausea, Pain",861.6176470588235,16.0,0,0
353,Hoodwreck,"Euphoric, Happy, Creative, Energetic, Focused, Sweet, Depression",924.3125,30.0,0,1
354,Hurricane,"Euphoric, Happy, Relaxed, Energetic, Uplifted, Dry Mouth, Anxious, Sweet, Grape, Stress, Pain, Nausea, Depression",924.3125,30.0,0,1
355,In The Pines,"Uplifted, Focused, Relaxed, Creative, Happy, Dry Mouth, Paranoid, Pine, Pineapple, Earthy, Inflammation, Pain, Stress, Muscle Spasms, Depression",861.6176470588235,16.0,0,0
356,Incredible Hulk,"Happy, Uplifted, Focused, Euphoric, Creative, Dry Mouth, Paranoid, Sweet, Earthy, Citrus, Pain, Lack of Appetite, Insomnia, Stress, Depression",924.3125,30.0,0,1
357,Island Haze,"Creative, Uplifted, Relaxed, Sleepy, Talkative, Sweet, Berry, Blueberry, Depression, Stress",861.6176470588235,16.0,0,0
358,Island Maui Haze,"Euphoric, Tingly, Creative, Uplifted, Horny, Dry Mouth, Anxious, Paranoid, Mango, Ammonia, Stress, Depression, Nausea",924.3125,30.0,0,1
359,Jack Diesel,"Happy, Energetic, Creative, Uplifted, Dry Mouth, Paranoid, Sweet, Citrus, Depression, Inflammation, Stress, Pain",861.6176470588235,16.0,0,0
360,Jack Skellington,"Creative, Relaxed, Euphoric, Energetic, Happy, Dry Mouth, Paranoid, Anxious, Citrus, Sweet, Stress, Depression, Pain, Muscle Spasms",861.6176470588235,16.0,0,0
361,Jack Smack,"Energetic, Uplifted, Focused, Happy, Creative, Dry Mouth, Blueberry, Earthy, Depression, Stress, Lack of Appetite",924.3125,30.0,0,1
362,Jack Wreck,"Energetic, Happy, Uplifted, Euphoric, Creative, Dry Mouth, Paranoid, Citrus, Sweet, Earthy, Pain, Depression, Stress, Insomnia",861.6176470588235,16.0,0,0
363,Jackalope,"Happy, Relaxed, Horny, Sleepy, Talkative, Dry Mouth, Paranoid, Citrus, Earthy, Depression, Insomnia, Stress",924.3125,30.0,0,1
364,Jacky White,"Energetic, Relaxed, Happy, Focused, Euphoric, Dry Mouth, Anxious, Paranoid, Citrus, Stress, Nausea, Depression, Pain",861.6176470588235,16.0,0,0
365,Jahwaiian,"Horny, Creative, Energetic, Euphoric, Happy, Paranoid, Sweet, Earthy, Pain",924.3125,30.0,0,1
366,Jamaican Dream,"Happy, Euphoric, Uplifted, Relaxed, Talkative, Dry Mouth, Paranoid, Earthy, Lime, Stress, Depression, Nausea, Muscle Spasms, Pain",861.6176470588235,16.0,0,0
367,Jamaican Lion,"Uplifted, Relaxed, Happy, Energetic, Talkative, Dry Mouth, Paranoid, Earthy, Lime, Pain, Stress, Muscle Spasms, Depression",861.6176470588235,16.0,0,0
368,Jenni,"Euphoric, Happy, Relaxed, Uplifted, Creative, Sweet, Berry, Pain, Depression, Lack of Appetite, Stress",924.3125,30.0,0,1
369,Jesus OG,"Happy, Euphoric, Uplifted, Focused, Creative, Dry Mouth, Anxious, Paranoid, Earthy, Citrus, Lemon, Stress, Depression, Pain",861.6176470588235,16.0,0,0
370,Jock Horror,"Euphoric, Happy, Creative, Hungry, Relaxed, Dry Mouth, Anxious, Sweet, Berry, Earthy, Depression, Stress, Lack of Appetite, Insomnia",861.6176470588235,16.0,0,0
371,Johnnyâ€™s Tonic,"Happy, Relaxed, Uplifted, Euphoric, Focused, Dry Mouth, Skunk, Inflammation, Nausea, Pain",924.3125,30.0,0,1
372,Kali 47,"Uplifted, Creative, Energetic, Euphoric, Happy, Sweet, Vanilla, Depression, Inflammation, Muscle Spasms",924.3125,30.0,0,1
373,Kauaâ€™i Electric,"Creative, Energetic, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid, Earthy, Sweet, Stress, Depression, Lack of Appetite, Pain",924.3125,30.0,0,1
374,Lime Haze,"Happy, Energetic, Relaxed, Euphoric, Uplifted, Dry Mouth, Anxious, Lime, Citrus, Stress, Nausea, Depression",861.6176470588235,16.0,0,0
375,Kilimanjaro,"Energetic, Happy, Talkative, Creative, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Pine, Depression, Stress, Pain, Muscle Spasms",924.3125,30.0,0,1
376,Killing Fields,"Energetic, Happy, Focused, Euphoric, Uplifted, Dry Mouth, Paranoid, Lemon, Citrus, Depression, Stress, Pain, Nausea",924.3125,30.0,0,1
377,Kona Gold,"Happy, Energetic, Uplifted, Creative, Euphoric, Dry Mouth, Anxious, Paranoid, Sweet, Honey, Depression, Stress, Nausea, Pain",861.6176470588235,16.0,0,0
378,La NiÃ±a,"Uplifted, Creative, Energetic, Talkative, Euphoric, Sweet, Earthy, Pain, Inflammation, Depression, Insomnia",924.3125,30.0,0,1
379,Laughing Buddha,"Happy, Euphoric, Uplifted, Energetic, Dry Mouth, Paranoid, Anxious, Citrus, Sweet, Depression, Stress, Pain, Lack of Appetite",924.3125,30.0,0,1
380,Lavender Haze,"Happy, Focused, Relaxed, Euphoric, Uplifted, Dry Mouth, Anxious, Paranoid, Lavender, Earthy, Stress, Depression, Pain, Inflammation, Lack of Appetite",924.3125,30.0,0,1
381,Lemon Bubble,"Happy, Energetic, Euphoric, Tingly, Talkative, Dry Mouth, Paranoid, Anxious, Lemon, Citrus, Sweet, Depression, Muscle Spasms, Stress, Pain",924.3125,30.0,0,1
382,Lemon Cake,"Happy, Relaxed, Creative, Energetic, Euphoric, Lemon, Sweet, Stress",861.6176470588235,16.0,0,0
383,Lemon Jack,"Energetic, Happy, Relaxed, Euphoric, Dry Mouth, Anxious, Paranoid, Lemon, Citrus, Earthy, Stress, Depression, Pain",861.6176470588235,16.0,0,0
384,Lemon Meringue,"Uplifted, Happy, Creative, Energetic, Talkative, Anxious, Lemon, Citrus, Sweet, Depression, Stress, Pain",861.6176470588235,16.0,0,0
385,Lemon Pie,"Uplifted, Happy, Energetic, Euphoric, Sleepy, Dry Mouth, Citrus, Lemon, Stress, Depression",861.6176470588235,16.0,0,0
386,Lemon Thai,"Happy, Talkative, Relaxed, Sleepy, Uplifted, Dry Mouth, Anxious, Paranoid, Lemon, Sweet, Stress, Pain, Depression, Lack of Appetite",861.6176470588235,16.0,0,0
387,Leonidas,"Focused, Horny, Uplifted, Creative, Energetic, Dry Mouth, Grape, Lavender, Depression, Insomnia, Lack of Appetite, Stress, Muscle Spasms",924.3125,30.0,0,1
388,Light of Jah,"Happy, Uplifted, Energetic, Euphoric, Focused, Dry Mouth, Earthy, Stress, Depression, Pain",861.6176470588235,16.0,0,0
389,Lime Skunk,"Uplifted, Creative, Relaxed, Happy, Euphoric, Dry Mouth, Anxious, Lime, Citrus, Lemon, Depression, Stress, Pain, Muscle Spasms",861.6176470588235,16.0,0,0
390,Limon,"Happy, Relaxed, Uplifted, Energetic, Focused, Dry Mouth, Paranoid, Anxious, Lemon, Citrus, Pain, Inflammation, Depression, Stress",861.6176470588235,16.0,0,0
391,Madcow,"Sleepy, Uplifted, Energetic, Relaxed, Talkative, Dry Mouth, Anxious, Sweet, Earthy, Ammonia, Depression, Stress",924.3125,30.0,0,1
392,Magnum PI,"Uplifted, Focused, Energetic, Euphoric, Creative, Citrus, Pine, Depression, Stress",924.3125,30.0,0,1
393,Malakoff,"Focused, Talkative, Creative, Energetic, Happy, Dry Mouth, Sweet, Earthy, Stress, Pain, Muscle Spasms, Depression",924.3125,30.0,0,1
394,Malawi,"Energetic, Focused, Uplifted, Relaxed, Happy, Dry Mouth, Paranoid, Anxious, Earthy, Stress, Depression, Nausea",924.3125,30.0,0,1
395,Mango Haze,"Happy, Uplifted, Relaxed, Euphoric, Energetic, Dry Mouth, Anxious, Mango, Sweet, Stress, Depression, Pain, Lack of Appetite",861.6176470588235,16.0,0,0
396,Matanuska Thunder Fuck,"Euphoric, Happy, Relaxed, Creative, Energetic, Dry Mouth, Anxious, Paranoid, Earthy, Pine, Depression, Stress, Pain, Inflammation",924.3125,30.0,0,1
397,Maui Citrus Punch,"Relaxed, Energetic, Uplifted, Creative, Euphoric, Citrus, Skunk, Stress, Inflammation, Muscle Spasms, Pain",924.3125,30.0,0,1
398,Maui Wowie,"Happy, Uplifted, Euphoric, Energetic, Creative, Dry Mouth, Paranoid, Anxious, Sweet, Pineapple, Stress, Depression, Pain",924.3125,30.0,0,1
399,MediHaze,"Happy, Focused, Uplifted, Relaxed, Energetic, Anxious, Dry Mouth, Paranoid, Pine, Earthy, Citrus, Pain, Stress, Depression, Inflammation, Nausea",924.3125,30.0,0,1
400,Megalodon,"Uplifted, Happy, Creative, Energetic, Euphoric, Dry Mouth, Paranoid, Anxious, Skunk, Earthy, Stress, Depression, Lack of Appetite, Nausea",924.3125,30.0,0,1
401,Memory Loss,"Uplifted, Happy, Talkative, Focused, Creative, Dry Mouth, Anxious, Earthy, Sweet, Stress, Depression, Pain, Nausea",861.6176470588235,16.0,0,0
402,Middlefork x Pineapple Express,"Happy, Tingly, Uplifted, Euphoric, Anxious, Grape, Sweet, Lime, Lack of Appetite, Pain, Depression, Stress",924.3125,30.0,0,1
403,Moonshine Haze,"Uplifted, Happy, Euphoric, Talkative, Creative, Dry Mouth, Anxious, Paranoid, Earthy, Citrus, Stress, Depression, Muscle Spasms",924.3125,30.0,0,1
404,Moose and Lobsta,"Creative, Relaxed, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid, Sweet, Lack of Appetite, Depression, Stress, Pain",861.6176470588235,16.0,0,0
405,Mother Tongue,"Euphoric, Happy, Relaxed, Hungry, Sleepy, Paranoid, Anxious, Dry Mouth, Earthy, Lack of Appetite, Stress, Pain, Inflammation",924.3125,30.0,0,1
406,Motherâ€™s Finest,"Horny, Happy, Uplifted, Creative, Energetic, Dry Mouth, Anxious, Paranoid, Lemon, Sweet, Pine, Pain, Depression, Inflammation, Stress",924.3125,30.0,0,1
407,Narnia,"Creative, Energetic, Focused, Uplifted, Happy, Dry Mouth, Paranoid, Anxious, Sweet, Earthy, Citrus, Stress, Depression, Pain, Lack of Appetite",924.3125,30.0,0,1
408,Nepalese,"Relaxed, Happy, Uplifted, Euphoric, Sleepy, Dry Mouth, Paranoid, Earthy, Sweet, Stress, Depression, Pain, Nausea, Insomnia",924.3125,30.0,0,1
409,NightFire OG,"Talkative, Energetic, Happy, Euphoric, Creative, Dry Mouth, Anxious, Earthy, Citrus, Stress, Depression",861.6176470588235,16.0,0,0
410,Nina Limone,"Euphoric, Creative, Focused, Relaxed, Happy, Anxious, Lemon, Citrus, Depression, Pain, Stress",924.3125,30.0,0,1
411,NL5 Haze Mist,"Relaxed, Happy, Creative, Hungry, Euphoric, Earthy, Sweet, Stress, Depression, Nausea",861.6176470588235,16.0,0,0
412,Northern Lights #5 x Haze,"Uplifted, Happy, Relaxed, Energetic, Focused, Dry Mouth, Anxious, Earthy, Pine, Stress, Lack of Appetite, Depression, Nausea",861.6176470588235,16.0,0,0
413,Nurse Jackie,"Euphoric, Happy, Relaxed, Uplifted, Hungry, Dry Mouth, Lemon, Pine, Pain, Stress, Inflammation, Muscle Spasms",861.6176470588235,16.0,0,0
414,NYPD,"Uplifted, Relaxed, Happy, Energetic, Euphoric, Anxious, Dry Mouth, Paranoid, Earthy, Stress, Depression, Pain",924.3125,30.0,0,1
415,Orange Durban,"Energetic, Talkative, Uplifted, Focused, Creative, Dry Mouth, Orange, Sweet, Citrus, Depression, Stress",924.3125,30.0,0,1
416,Orange Wreck,"Uplifted, Creative, Energetic, Euphoric, Focused, Dry Mouth, Orange, Pine, Citrus, Depression, Inflammation, Stress",924.3125,30.0,0,1
417,Oregon Pinot Noir,"Happy, Relaxed, Uplifted, Euphoric, Sleepy, Grape, Sweet, Berry, Nausea, Lack of Appetite, Pain, Stress, Insomnia",861.6176470588235,16.0,0,0
418,Outer Space,"Uplifted, Energetic, Happy, Creative, Euphoric, Dry Mouth, Anxious, Paranoid, Citrus, Sweet, Pine, Stress, Pain, Depression, Lack of Appetite",861.6176470588235,16.0,0,0
419,Outlaw,"Euphoric, Energetic, Uplifted, Creative, Horny, Earthy, Depression, Pain, Stress",861.6176470588235,16.0,0,0
420,Pagoda,"Talkative, Uplifted, Creative, Energetic, Euphoric, Pineapple, Mango, Depression, Inflammation, Insomnia, Pain",861.6176470588235,16.0,0,0
421,Pineapple Fields,"Happy, Relaxed, Uplifted, Creative, Euphoric, Dry Mouth, Paranoid, Anxious, Sweet, Pineapple, Citrus, Inflammation, Stress, Pain",861.6176470588235,16.0,0,0
422,Pineapple Haze,"Relaxed, Euphoric, Happy, Uplifted, Focused, Dry Mouth, Paranoid, Pineapple, Citrus, Depression, Stress, Lack of Appetite",861.6176470588235,16.0,0,0
423,Pineapple Jack,"Relaxed, Energetic, Uplifted, Happy, Focused, Dry Mouth, Paranoid, Pineapple, Citrus, Sweet, Stress, Depression, Lack of Appetite",861.6176470588235,16.0,0,0
424,Pineapple OG,"Happy, Euphoric, Relaxed, Focused, Uplifted, Dry Mouth, Anxious, Pineapple, Lemon, Earthy, Pain, Depression, Stress, Inflammation",861.6176470588235,16.0,0,0
425,Pineapple Punch,"Energetic, Uplifted, Creative, Horny, Happy, Dry Mouth, Pineapple, Depression, Stress, Lack of Appetite, Insomnia",861.6176470588235,16.0,0,0
426,Pineapple Purps,"Relaxed, Creative, Uplifted, Happy, Talkative, Dry Mouth, Anxious, Pineapple, Sweet, Earthy, Inflammation, Depression",924.3125,30.0,0,1
427,Pineapple Super Silver Haze,"Happy, Uplifted, Euphoric, Creative, Energetic, Dry Mouth, Anxious, Paranoid, Pineapple, Citrus, Sweet, Stress, Depression, Lack of Appetite, Pain",924.3125,30.0,0,1
428,Purple Champagne,"Uplifted, Focused, Creative, Euphoric, Happy, Dry Mouth, Grape, Earthy, Stress, Pain, Depression",861.6176470588235,16.0,0,0
429,Purple Power,"Happy, Relaxed, Uplifted, Talkative, Energetic, Dry Mouth, Earthy, Sweet, Lack of Appetite, Stress, Depression",861.6176470588235,16.0,0,0
430,Purple Tangie,"Happy, Relaxed, Creative, Hungry, Uplifted, Dry Mouth, Paranoid, Citrus, Sweet, Lemon, Depression, Stress, Pain, Lack of Appetite",924.3125,30.0,0,1
431,Purple Thai,"Happy, Relaxed, Uplifted, Euphoric, Energetic, Dry Mouth, Earthy, Citrus, Sweet, Stress, Depression",861.6176470588235,16.0,0,0
432,Q3,"Happy, Tingly, Uplifted, Energetic, Citrus, Orange, Pain, Stress, Depression, Insomnia",924.3125,30.0,0,1
433,Quantum Kush,"Happy, Energetic, Uplifted, Euphoric, Relaxed, Dry Mouth, Paranoid, Anxious, Sweet, Earthy, Depression, Stress, Lack of Appetite, Pain",861.6176470588235,16.0,0,0
434,Raspberry Cough,"Happy, Uplifted, Focused, Euphoric, Relaxed, Dry Mouth, Anxious, Berry, Sweet, Earthy, Stress, Depression, Pain, Nausea",861.6176470588235,16.0,0,0
435,Red Congolese,"Energetic, Euphoric, Uplifted, Happy, Focused, Dry Mouth, Anxious, Earthy, Stress, Depression, Pain",861.6176470588235,16.0,0,0
436,Red Headed Stranger,"Focused, Happy, Energetic, Uplifted, Creative, Dry Mouth, Paranoid, Anxious, Citrus, Earthy, Depression, Stress, Pain, Lack of Appetite",924.3125,30.0,0,1
437,Robert Plant,"Uplifted, Energetic, Talkative, Relaxed, Dry Mouth, Sweet, Blueberry, Honey, Depression, Pain, Stress",861.6176470588235,16.0,0,0
438,Royal Haze,"Uplifted, Relaxed, Talkative, Happy, Euphoric, Dry Mouth, Skunk, Citrus, Earthy, Depression, Stress, Pain",861.6176470588235,16.0,0,0
439,Santa Maria,"Relaxed, Uplifted, Euphoric, Happy, Hungry, Dry Mouth, Paranoid, Anxious, Earthy, Depression, Stress, Lack of Appetite, Pain",861.6176470588235,16.0,0,0
440,Santa Sativa,"Horny, Sleepy, Talkative, Tingly, Uplifted, Dry Mouth, Paranoid, Pepper, Blueberry, Lack of Appetite, Nausea, Pain, Stress",924.3125,30.0,0,1
441,Schrom,"Happy, Relaxed, Uplifted, Energetic, Creative, Dry Mouth, Lemon, Citrus, Pine, Stress, Depression, Lack of Appetite, Muscle Spasms",861.6176470588235,16.0,0,0
442,Seattle Cough,"Happy, Creative, Uplifted, Relaxed, Talkative, Dry Mouth, Paranoid, Pine, Citrus, Depression, Stress, Inflammation, Nausea",861.6176470588235,16.0,0,0
443,Sequoia Strawberry,"Relaxed, Uplifted, Euphoric, Focused, Energetic, Dry Mouth, Paranoid, Anxious, Strawberry, Sweet, Berry, Depression, Pain, Inflammation, Stress",861.6176470588235,16.0,0,0
